sample_id,holeid,from_m,to_m,depth_m,x,y,z,MOD_ALT,WhiteMica,Chlorite,Carbonate,Epidote,Kaolinite,Dickite,Montmor,Alunite,Gypsum,Pyrophyllite,Diaspore,Zunyite,Water_silica,Hematite,Goethite,VNIRMinerals,aiMineral1,Ag_ppm,Al_pct,As_ppm,Au_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_pct,Cd_ppm,Co_ppm,Cr_ppm,Cu_pct,Fe_pct,K_pct,Mg_pct,Mn_pct,Mo_ppm,Na_pct,Ni_ppm,P_pct,Pb_ppm,S_pct,Sb_ppm,Sc_ppm,Si_pct,Sr_ppm,Ti_pct,V_ppm,W_ppm,Zn_ppm,Ga_ppm,Rb_ppm,Tl_ppm,Cs_ppm,labeled
S00049,SYN-001,70.0,71.5,70.75,143.88,-45.45,70.75,Fil,74.49,2.02,0.79,14.85,4.22,9.2,4.94,1.87,6.22,1.91,1.25,0.96,9.61,1.61,0.0,None,WhiteMica,6.91166,6.08322,36.043,0.77679,597.66364,0.36476,1.35117,0.33506,,17.78443,50.08075,0.04835,8.81115,6.03124,0.40824,0.07188,1.94813,0.18909,12.8782,0.18147,24.43949,4.34844,6.07892,7.16827,107.27018,36.72931,0.61939,200.62094,0.26728,9.40907,11.16911,238.29468,2.06512,5.67983,True
S00050,SYN-001,71.5,73.0,72.25,144.81,-46.59,72.25,Arg,49.98,1.09,4.11,1.07,51.07,14.42,15.45,3.2,0.0,1.02,1.38,6.99,0.0,2.64,0.71,None,Kaolinite,1.17204,9.21457,72.40036,0.88148,279.93059,,1.54763,0.2808,1.18571,15.24964,20.12459,0.05433,2.58391,3.3212,0.18817,0.07591,2.45674,0.15145,15.8728,0.08416,18.37563,0.74594,2.65319,9.03518,244.34854,286.18899,0.10735,179.07444,7.24432,,8.02325,540.96053,1.04052,6.12132,True
S00051,SYN-001,73.0,74.5,73.75,145.74,-47.73,73.75,Fil,39.91,0.0,1.28,1.23,8.13,5.57,7.35,6.41,11.12,1.47,0.0,0.0,6.74,3.8,3.42,None,WhiteMica,0.83063,5.09638,101.51373,0.25357,771.1948,1.36189,1.39598,0.14268,0.52071,7.10894,56.92643,0.03,14.8741,6.91513,0.3764,0.03699,20.4374,0.29174,12.478,0.06138,19.32086,1.7564,5.70317,25.62881,72.22285,65.14132,0.10333,35.96417,0.75409,24.24172,58.35861,375.92053,2.19298,2.87287,True
S00052,SYN-001,74.5,76.5,75.5,146.81,-49.06,75.5,Fil,45.23,34.41,0.0,1.51,6.74,3.76,0.0,6.77,7.52,0.45,0.25,2.48,6.49,3.35,5.96,None,WhiteMica,2.41757,9.23336,129.99716,0.15688,1178.56036,0.74505,2.03346,1.15656,0.31468,6.50563,78.71129,0.08099,1.40851,4.19568,0.94283,0.0096,12.59004,0.24098,8.97031,0.28598,19.35718,1.06194,2.80342,4.55603,125.87826,152.79172,0.6925,57.91845,0.68821,56.79293,5.186,45.61849,0.86026,0.31151,True
S00053,SYN-001,76.5,77.5,77.0,147.74,-50.2,77.0,ArgAvd,25.11,1.77,3.12,0.58,3.8,4.5,6.43,54.12,2.89,52.56,0.0,9.7,11.3,4.39,4.52,None,Alunite,1.94298,13.13944,316.50757,0.73488,200.2965,,4.25618,0.06552,2.33796,4.49284,15.00439,0.27249,4.49521,2.13992,4.62468,0.66134,12.06813,0.06269,16.20258,0.07068,44.56388,1.93985,11.91742,43.61292,69.53811,145.08911,0.18046,46.52686,1.02957,18.94152,33.0386,108.82743,6.45883,,True
S00054,SYN-001,77.5,79.5,78.5,148.67,-51.34,78.5,Arg,40.61,1.45,4.21,0.7,68.52,22.41,14.56,0.19,4.12,0.0,1.72,27.66,32.26,3.7,0.82,None,Kaolinite,0.87082,31.40747,142.77182,0.24488,175.31408,4.66217,1.11577,1.13196,3.70077,8.47388,7.55099,0.06255,2.55532,1.79919,0.05305,0.01117,12.07541,0.1213,14.27673,0.12683,11.23107,2.39252,6.72809,39.46475,37.0453,177.218,4.32243,184.9475,,36.01392,13.91949,63.90454,0.54063,0.66189,True
S00055,SYN-001,79.5,80.5,80.0,149.59,-52.48,80.0,Arg,27.66,2.58,1.84,1.89,96.77,14.81,6.82,29.16,3.4,2.96,26.52,0.0,0.66,0.16,2.87,None,Kaolinite,2.00687,10.43357,50.0162,0.03575,535.89341,1.23052,1.46468,1.04278,0.74616,5.25869,121.54327,0.03536,2.35952,2.01128,2.07626,0.10599,3.15941,0.26391,20.57122,0.16193,59.7547,2.29643,2.44235,6.05381,11.05654,31.3185,0.10099,178.90971,3.78439,31.07571,41.56749,26.41673,1.53057,,True
S00056,SYN-001,80.5,81.5,81.0,150.21,-53.24,81.0,Fil,86.78,0.0,0.33,0.29,7.06,8.93,3.1,6.38,4.77,2.4,1.64,1.6,6.52,3.61,5.48,None,WhiteMica,4.41678,10.96274,1436.4948,1.93299,495.38033,0.24132,13.31277,0.2773,0.12634,10.35157,30.90314,0.06341,2.74639,1.17558,0.56962,0.23325,25.29489,0.05431,16.63882,0.08195,37.54603,2.47415,14.05126,4.59213,26.94085,207.59061,0.39629,201.4239,,69.77445,25.32519,17.5313,6.71466,3.99864,True
S00057,SYN-001,81.5,83.0,82.25,150.98,-54.19,82.25,Arg,36.34,0.91,2.18,0.87,73.73,31.58,6.49,1.32,1.61,21.68,3.3,2.56,1.68,0.13,23.34,Goethite,Kaolinite,9.05671,2.1792,47.69642,0.02947,623.66477,0.3777,1.36144,1.69185,1.65085,3.63296,70.68655,0.04214,2.2441,3.54688,0.66858,0.07058,7.56509,0.20724,29.24855,0.35956,9.18405,0.71304,3.98623,4.98807,,88.26475,1.99933,159.0898,,36.33109,25.50354,118.77245,0.26022,,True
S00058,SYN-001,83.0,84.5,83.75,151.9,-55.32,83.75,Arg,58.64,30.0,3.43,0.0,86.19,10.51,0.27,2.42,4.56,5.37,0.07,1.69,1.26,3.83,0.0,None,Kaolinite,0.32687,4.2709,54.40289,0.07419,568.09044,2.1427,0.60562,0.10522,0.43759,9.41527,61.62041,0.07492,3.0799,3.95353,3.82189,0.10121,5.44012,0.14043,48.59439,0.02665,35.56977,0.3144,1.61863,9.76347,63.7152,52.09131,0.45098,78.25067,3.22765,56.934,,29.17444,5.3317,7.26629,True
S00059,SYN-001,84.5,86.5,85.5,152.98,-56.65,85.5,Arg,33.14,2.18,3.39,0.0,30.97,11.14,4.42,2.83,3.0,0.0,2.01,0.06,1.9,0.98,1.23,None,WhiteMica,3.98411,31.57887,23.59061,0.53991,158.54061,0.83201,1.54492,0.17113,0.19022,7.30142,74.2051,0.03796,2.22912,0.71046,0.98915,0.15895,6.83017,0.07954,14.8894,0.00812,117.60078,0.791,4.93737,12.89952,36.80533,194.07107,0.29394,93.99524,1.87415,15.20376,46.89531,59.18129,5.08173,1.71546,True
S00060,SYN-001,86.5,88.5,87.5,154.22,-58.17,87.5,Fil,67.99,29.38,0.0,13.49,8.34,5.16,7.09,5.68,0.0,2.59,2.85,32.79,6.53,0.0,0.0,None,WhiteMica,0.36051,16.65176,9.84351,0.64385,834.84619,4.51468,1.96266,0.08631,1.3695,35.79691,76.0353,0.12823,6.8688,1.20032,0.2813,0.22339,11.34846,0.20228,28.0248,0.156,19.47802,0.73317,3.04516,11.95727,86.06658,177.08894,2.15864,41.75902,1.94762,48.61557,16.57139,428.41528,3.47616,1.74696,False
S00061,SYN-001,88.5,90.0,89.25,155.3,-59.5,89.25,Fil,44.24,3.54,0.0,0.0,27.81,3.87,4.16,4.08,1.81,14.58,3.7,5.82,3.94,0.0,3.71,None,WhiteMica,1.59915,8.73222,84.59986,1.18459,563.48414,,0.67269,0.4225,0.77638,4.91405,64.14752,0.05847,6.67451,1.65585,8.76161,,,1.04853,10.77176,,34.47552,1.18259,8.57125,8.94473,34.72344,80.99569,0.12851,,4.28223,41.32104,58.60933,212.98455,,2.00092,True
S00062,SYN-001,90.0,92.0,91.0,156.38,-60.83,91.0,Arg,40.39,0.0,0.44,3.04,8.58,14.09,5.09,2.04,4.74,0.51,0.0,0.0,4.21,7.4,6.24,None,WhiteMica,4.11044,12.28146,650.89364,1.09821,567.43282,0.78132,11.14508,0.16704,0.47074,6.7261,56.70526,0.76382,7.00474,0.40702,0.59328,0.11127,2.89932,0.1739,2.28822,0.02248,7.5364,31.578348415401297,31.13498,6.25626,144.71466,306.26076,0.52484,62.96071,2.183,94.67968,12.55698,71.67395,7.21012,1.33001,True
S00063,SYN-001,92.0,93.5,92.75,157.46,-62.16,92.75,Arg,14.75,0.96,3.59,0.0,67.01,7.94,6.42,4.22,5.55,3.08,0.0,3.2,0.0,0.0,6.65,None,Kaolinite,,16.40911,46.88199,0.06734,733.28099,2.15625,0.71702,40.41299,0.15489,23.20914,124.53805,0.0477,15.58849,2.83021,2.65381,0.3964,6.12949,2.8781,8.83413,0.11551,33.76703,0.47092,3.13431,20.08494,199.22962,1417.95034,0.85786,84.65708,1.81281,376.89534,6.64296,101.21158,0.24036,0.88921,True
S00064,SYN-001,93.5,95.0,94.25,158.38,-63.3,94.25,Arg,14.11,3.05,0.33,0.62,100.0,8.62,5.95,1.32,1.29,0.0,3.6,0.0,0.0,4.37,2.79,None,Kaolinite,3.04992,14.81447,26.19737,0.12955,79.64329,0.27554,3.14434,0.38847,0.26911,6.66417,10.4308,0.02505,,3.19289,0.15047,0.08801,7.65596,0.81997,14.88198,0.01542,9.62967,0.26187,2.93535,11.44088,83.24386,166.30889,1.14087,372.32631,3.58377,96.48562,24.43835,69.2099,2.28149,3.96462,True
S00065,SYN-001,95.0,96.5,95.75,159.31,-64.43,95.75,Fil,25.14,0.21,0.0,2.0,8.26,8.41,14.47,2.97,5.28,2.74,0.51,1.53,4.79,3.69,0.74,None,WhiteMica,1.0738,16.69432,5960.118569948534,0.16324,84.53518,0.57578,0.99144,7.39039,0.90211,2.3674,18.51684,0.01705,16.41281,3.36599,1.74707,0.01405,15.80291,0.11728,6.20008,0.22711,7.2322,0.14159,23.72689,148.97251,8.61856,254.20784,0.31152,375.12916,0.27163,61.81761,49.91465,84.52038,0.97428,2.23401,False
S00066,SYN-001,96.5,98.5,97.5,160.39,-65.76,97.5,Arg,28.62,3.52,1.81,0.0,41.05,11.66,8.77,0.61,4.27,0.0,0.0,0.08,2.77,37.99,2.42,Hematite,Kaolinite,4.89542,6.51961,216.7726,0.12982,175.00356,0.14304,2.66663,0.49025,0.20228,14.35106,53.73807,0.34485,12.64341,15.42021,0.14814,0.05266,2.49907,0.14306,7.51122,0.07089,71.19193,0.53628,4.79824,12.5128,31.19082,116.17653,0.39422,384.16046,9.83528,137.87287,4.8432,360.18057,0.22722,,True
S00067,SYN-001,98.5,99.5,99.0,161.31,-66.9,99.0,Fil,58.03,0.0,1.41,2.44,6.57,9.91,0.97,7.71,26.36,0.0,0.0,2.28,5.88,0.0,3.32,None,WhiteMica,1.21747,31.93848,43.77938,0.32635,260.10986,0.34698,0.49042,0.10314,0.34527,7.77163,55.12468,0.17701,2.04128,0.76493,1.98846,0.07635,10.92136,0.30678,13.14191,0.07025,23.75045,3.50432,5.06771,40.18444,71.56493,152.1234,,319.51072,1.34754,75.48108,6.92008,22.051,2.43063,4.52684,True
S00068,SYN-001,99.5,100.5,100.0,161.93,-67.66,100.0,Arg,21.96,4.45,1.7,0.0,98.03,9.56,10.79,3.38,4.22,4.08,3.08,0.26,0.0,0.95,6.07,None,Kaolinite,2.17722,9.03035,70.50233,0.05758,138.89668,0.70827,0.68439,0.88629,0.8773,19.06422,19.61433,0.01677,9.19027,3.95007,1.35932,0.1544,0.80385,0.15532,32.2499,0.06659,35.53762,0.69106,4.53022,5.99434,51.45051,328.59108,0.10229,293.32108,2.35856,72.81032,13.76185,64.8664,0.47689,2.93792,True
S00069,SYN-001,100.5,102.0,101.25,162.7,-68.61,101.25,Arg,24.18,36.47,0.0,0.0,25.86,34.91,5.38,0.0,7.11,0.0,0.38,0.0,0.0,0.0,3.88,None,Chlorite,0.16154,18.59745,49.91007,0.04116,166.61573,2.44626,0.78464,0.35079,,9.64468,19.56797,0.02198,2.20894,5.69721,2.555,0.12313,1.5622,0.28296,7.71878,0.06746,90.40306,1.73232,1.28893,6.4046,33.13476,520.2711,1.81729,105.29668,2.03178,216.3338,16.55686,33.50389,0.39895,4.90669,True
S00070,SYN-001,102.0,104.0,103.0,163.78,-69.94,103.0,Arg,19.54,2.09,0.0,35.49,30.09,15.64,13.17,0.19,6.1,1.85,0.0,0.88,2.81,4.46,0.0,None,Epidote,1.58279,25.97486,32.16379,0.82244,227.42899,1.9256,2.18434,0.92256,0.58747,4.27305,27.84349,0.05641,3.05591,2.96486,,0.0312,,0.36249,11.82012,0.14954,43.58363,2.52729,3.38608,17.67694,32.14268,53.7879,1.21713,34.43979,,59.97795,4.33581,95.13986,0.87009,1.64663,True
S00071,SYN-001,104.0,106.0,105.0,165.01,-71.46,105.0,Arg,37.34,3.08,6.79,0.6,70.98,13.42,9.24,28.99,3.13,1.25,0.09,0.0,0.0,5.7,4.97,None,Kaolinite,2.55845,,62.72725,0.0232,272.12975,0.11916,1.77455,0.06974,2.86811,7.36942,60.81196,0.04636,9.62167,0.99497,1.68985,0.05508,2.21363,0.19362,27.319,0.02743,10.98684,0.77288,13.33312,27.39399,97.49579,106.82081,0.63173,16.40025,,,22.16863,44.53994,1.3128,0.56712,True
S00072,SYN-001,106.0,107.5,106.75,166.09,-72.78,106.75,Arg,38.05,0.0,0.0,2.79,93.57,14.65,11.2,5.73,2.94,27.06,3.04,2.54,3.4,1.88,0.0,None,Kaolinite,6.49266,22.80104,116.45604,0.08991,922.5501,0.76852,0.73214,1.39526,0.08243,8.88052,16.07011,0.04985,1.798,3.36802,0.38136,0.0404,5.49,0.60082,10.12978,0.09622,10.54942,0.88867,1.51702,4.78037,138.85982,152.50467,8.36669,76.45103,,81.03291,49.13866,95.76034,1.70924,4.02817,True
S00073,SYN-001,107.5,109.5,108.5,167.17,-74.11,108.5,Pro,5.27,34.54,15.26,0.0,1.39,3.03,17.08,0.58,0.0,4.75,0.0,19.44,0.76,7.35,3.45,None,Chlorite,0.31526,3.02613,16.74424,0.04752,443.46963,2.18037,4.70202,2.5793,0.3755,14.76206,52.93295,0.01236,14.11474,3.71707,5.64089,0.11927,4.67062,2.24042,11.34377,0.24466,51.90645,0.18317,2.73013,1.35649,27.37308,238.64744,2.60467,23.70667,1.50618,119.51453,11.98847,173.52222,1.35154,2.42438,True
S00074,SYN-001,109.5,111.5,110.5,168.4,-75.63,110.5,Arg,28.08,0.0,2.12,3.12,90.23,43.73,25.01,6.41,4.37,0.0,6.97,8.46,0.08,2.65,7.17,None,Kaolinite,0.24571,7.07932,445.58944,0.03678,115.17706,1.75059,2.46095,0.20013,0.9683,24.36871,49.62905,0.02134,0.70544,1.93759,2.07438,0.10527,4.84783,0.19945,10.09068,0.11234,18.06603,5.38401,6.19234,10.23206,59.41295,150.56861,1.23675,133.63635,1.21873,81.35937,10.3538,15.90836,0.21103,4.80206,True
S00075,SYN-001,111.5,113.0,112.25,169.48,-76.96,112.25,Arg,28.8,0.89,2.65,1.99,3.65,22.05,9.97,0.76,1.19,2.09,5.86,0.0,20.9,1.48,0.0,None,WhiteMica,0.68061,14.70218,5.2559,0.14284,343.69698,1.09044,3.4825,0.12929,0.4219,6.68065,73.20483,1.07122,4.06669,0.47271,0.11346,0.081,2.81364,0.25689,13.9875,0.05025,14.14749,1.10405,5.2927,18.50829,9.30492,27.56224,0.46887,272.66173,2.42483,18.67133,5.01112,13.05307,1.11781,3.72878,True
S00076,SYN-001,113.0,114.5,113.75,170.41,-78.1,113.75,Arg,27.19,0.0,1.06,3.21,62.4,7.27,9.63,3.11,1.57,4.28,0.0,2.19,1.84,2.24,2.66,None,Kaolinite,3.48874,6.42946,40.2998,0.02298,43.02901,4.13397,1.24756,6.21011,0.08511,5.76367,73.83625,0.23092,3.32882,1.26175,37.48989,0.53245,17.30681,2.01499,10.89608,0.0331,9.4616,0.71632,1.81416,7.12354,56.82134,156.2464,0.71912,30.20045,4.70894,68.28234,,104.70941,0.9694,1.13831,True
S00077,SYN-001,114.5,116.5,115.5,171.49,-79.43,115.5,Fil,89.29,28.64,0.0,0.88,9.3,6.49,7.65,3.68,5.48,3.46,21.3,2.66,3.79,3.2,2.81,None,WhiteMica,0.93376,5.2116,30.07996,0.09061,555.48964,0.22411,1.47773,0.32708,1.2021,23.94022,76.83694,0.54649,1.65409,3.86966,0.58776,0.02203,7.26819,0.48257,38.13191,0.05682,53.73284,3.06838,8.27082,5.41158,66.36981,74.34015,0.76855,207.77906,0.68182,18.43418,15.64115,133.31929,4.00315,3.2503,True
S00078,SYN-001,116.5,118.0,117.25,172.57,-80.76,117.25,Arg,6.37,2.22,2.88,1.24,23.19,15.82,13.28,2.95,2.83,13.4,3.2,1.56,0.0,0.0,2.98,None,Kaolinite,24.53401,30.96001,60.59681,0.11614,529.7474,0.04988,2.92866,0.60569,0.23372,13.14,21.05975,0.10624,4.18301,2.93424,8.25735,0.05003,0.62544,0.4071,14.15746,0.04407,7.70308,0.34481,3.27435,7.39891,64.05708,167.3066,0.07406,110.79323,15.88865,33.59226,8.02506,22.81066,1.12413,0.8192,True
S00079,SYN-001,118.0,119.5,118.75,173.49,-81.9,118.75,Fil,57.34,3.38,19.77,1.16,5.42,3.29,3.79,2.04,6.6,0.0,4.12,6.02,8.27,2.65,5.03,None,WhiteMica,0.15043,25.08536,39.0384,0.29288,2391.61891,0.34991,1.60711,0.90479,0.50177,18.39799,37.04019,0.05802,1.87592,1.63586,0.88922,0.25462,,0.61512,11.36992,0.09114,21.29425,6.6103,5.61425,3.99067,22.40829,147.81347,0.26833,115.51641,1.3938,67.39032,5.75688,81.66202,3.24635,1.16834,True
S00080,SYN-001,119.5,120.5,120.0,174.27,-82.84,120.0,Fil,37.34,1.58,2.22,0.0,4.08,10.14,7.73,4.1,5.21,4.0,0.11,0.0,0.75,1.59,1.28,None,WhiteMica,0.57245,4.10747,35.00709,0.40904,320.93559,1.01649,4.71456,1.17545,0.28443,20.64489,20.22791,0.06282,2.07945,3.58126,1.07974,0.09827,19.26925,0.21794,12.11445,0.02472,14.85669,1.48482,5.03656,,59.22358,243.36082,0.9084,87.59265,5.2622,53.8074,7.11849,231.37932,0.46394,28.06481,True
S00081,SYN-001,120.5,122.0,121.25,175.04,-83.79,121.25,Pro,6.36,28.55,10.41,10.33,2.86,1.26,22.47,2.05,3.78,0.46,7.69,2.84,0.24,1.33,4.66,None,Chlorite,2.69625,8.64522,19.80835,0.04889,654.12122,0.93006,0.74653,5.32299,1.0905,8.308,93.38602,0.02625,8.49864,0.98389,8.41932,0.63916,,6.82157,5.81717,0.02829,62.47863,0.18537,2.60177,16.94704,50.01523,274.53509,0.35412,87.51303,2.37412,105.64581,15.57453,41.24994,1.16264,,True
S00082,SYN-001,122.0,123.5,122.75,175.96,-84.93,122.75,Pro,5.82,4.21,21.0,6.02,1.86,0.56,24.86,3.81,1.49,0.0,0.0,0.0,1.5,1.66,2.31,None,Montmor,1.03178,27.04888,42.19214,0.058,267.08946,0.14079,1.11415,0.49259,0.306,5.99807,51.25134,0.13825,4.54384,5.89266,1.74846,0.539,2.18384,0.50671,45.75431,0.03901,5.14582,1.46239,4.53428,6.83701,8.0966,41.86023,0.09033,52.06497,,122.71003,19.66085,184.87094,,0.86259,True
S00083,SYN-001,123.5,125.5,124.5,177.04,-86.26,124.5,Pro,6.73,42.08,22.64,49.23,33.73,0.0,48.22,0.89,1.93,18.17,2.57,2.02,1.54,4.43,3.3,None,Epidote,0.41458,2.26099,19.62504,0.07552,280.42963,2.29524,2.66464,3.8745,,3.88434,76.85242,0.10446,4.39263,3.68664,6.97681,0.10477,1.3673,1.35955,6.24211,0.15427,3.21953,0.06893,1.08779,10.77034,112.57073,445.83297,1.13741,41.70899,1.30507,132.83115,11.30183,35.02895,,2.71819,True
S00084,SYN-001,125.5,126.5,126.0,177.97,-87.4,126.0,Arg,13.78,3.82,2.02,21.81,33.28,7.47,10.35,1.67,0.0,0.0,0.08,1.69,0.0,2.0,0.0,None,Kaolinite,23.09862,10.00066,1084.20907,7.7931,406.51017,,6.49841,0.06822,0.36749,12.39935,50.71269,0.05134,3.94414,0.66048,0.12062,0.07296,,0.58139,9.79652,0.08584,16.78928,6.94027,18.7318,34.71959,43.30083,54.6505,1.53926,74.34035,4.1538,42.00656,9.2189,45.36198,8.95881,1.58068,True
S00085,SYN-001,126.5,127.5,127.0,178.58,-88.16,127.0,Arg,15.44,0.0,0.0,3.26,59.02,16.62,11.07,4.24,1.53,2.78,0.0,0.01,0.62,0.0,27.13,Goethite,Kaolinite,0.46224,14.55086,5.51394,0.02905,104.22354,0.88267,0.5293,3.92986,0.08787,27.34343,26.8886,0.02077,13.92095,6.49079,4.24096,0.08113,1.22137,2.19001,3.22497,,16.65998,1.651,1.74839,4.67205,29.25326,81.51836,1.55576,124.00039,1.52753,30.5719,10.90946,36.43294,0.44305,1.20045,True
S00086,SYN-001,127.5,129.5,128.5,179.51,-89.3,128.5,Fil,1.93,4.87,0.0,2.46,4.8,7.02,8.66,5.87,5.27,0.0,0.0,0.0,4.2,2.17,3.39,None,Montmor,1.75092,3.98385,5.01315,0.02443,259.25809,0.31652,0.61372,7.43901,,7.60488,49.4353,0.03498,40.03261,,1.66738,0.03124,9.07933,3.28452,8.07755,0.07859,25.33558,0.12166,0.53312,4.22801,16.32208,130.37643,0.20428,153.99278,6.33022,136.90034,23.93105,35.01726,2.08197,0.7029,False
S00087,SYN-001,129.5,130.5,130.0,180.43,-90.44,130.0,Fil,82.86,1.41,1.4,1.35,31.83,6.59,30.69,5.78,11.29,5.15,1.62,9.36,7.76,1.37,4.46,None,WhiteMica,1.57189,9.97045,80.12505,,439.79355,1.50366,1.48126,0.27349,0.95052,5.34343,114.2852,0.08832,3.86585,,3.44961,0.14338,,0.38536,26.76646,0.06176,9.48195,4.44676,5.5188,16.301,8.1684,96.85142,0.32514,99.86978,2.64734,55.1155,39.03885,237.85647,,1.87122,True
S00088,SYN-001,130.5,131.5,131.0,181.05,-91.19,131.0,Arg,27.59,2.29,2.54,3.59,78.21,16.92,6.1,0.0,28.96,3.2,3.71,11.7,1.34,2.0,5.8,None,Kaolinite,1.74148,7.57256,151.97737,0.27253,7030.74972,1.01392,2.08043,0.45954,1.47809,8.07942,43.7982,0.13611,6.4843,4.52762,0.09852,0.0278,8.31307,0.16055,11.89064,0.00617,8.13748,6.22779,3.09376,8.9904,77.39005,41.53109,0.07699,42.24395,14.47034,77.69525,13.10941,168.52912,0.8033,,True
S00089,SYN-001,131.5,133.0,132.25,181.82,-92.14,132.25,Fil,38.79,0.0,3.32,0.29,3.36,4.91,4.92,0.28,6.18,0.0,5.24,0.0,7.49,1.79,2.28,None,WhiteMica,2.18808,3.37368,264.91823,0.31787,1849.04872,,1.22752,0.59907,0.47123,10.33095,35.6697,0.14165,2.65421,3.12754,1.2186,0.22464,5.51472,0.60814,5.47441,0.08527,35.51641,2.20106,3.94755,12.78695,24.83747,253.35113,0.25148,95.86378,5.45827,180.25149,20.42838,85.29532,,,True
S00090,SYN-001,133.0,135.0,134.0,182.9,-93.47,134.0,Fil,28.05,0.0,3.54,3.37,1.91,9.05,3.79,5.7,5.63,2.01,0.0,0.23,3.74,2.86,2.36,None,WhiteMica,0.3587,56.32212,85.47926,0.27289,236.19527,0.40044,4.48605,4.17541,1.41774,7.69899,28.44871,0.07859,2.29159,1.45898,9.29089,0.06343,21.99981,0.85682,9.66465,0.15797,19.41827,0.29439,2.91701,28.63099,65.82997,774.21949,0.58695,59.97816,,125.08166,20.64531,92.60439,0.80791,2.77592,True
S00091,SYN-001,135.0,136.0,135.5,183.83,-94.61,135.5,Fil,13.23,0.93,2.49,2.81,9.81,3.01,3.62,4.72,3.32,0.29,2.68,0.0,27.59,0.0,0.0,None,Water_silica,3.48789,9.69997,208.06292,0.02689,403.66389,1.48123,,0.18196,0.22865,2.7389,234.95594,0.10788,,1.54184,0.54781,0.18063,5.08057,0.28709,13.72609,1.38079,12.30919,4.62327,7.0568,9.39535,77.85171,85.52358,0.15032,113.91823,8.5438,38.94933,15.05756,84.33139,1.276,1.47877,True
S00092,SYN-001,136.0,137.5,136.75,184.6,-95.56,136.75,Fil,20.44,23.0,1.07,26.31,12.59,2.75,9.92,2.14,5.99,2.36,0.06,2.24,5.76,0.0,3.43,None,Epidote,0.67749,17.58515,311.56764,0.45951,488.92434,0.46365,1.5936,0.91078,0.09829,12.07051,53.71194,0.18857,6.5249,4.07571,6.50971,0.03087,14.80445,5.72051,18.03261,0.07785,18.92893,8.36668,5.62191,24.62959,24.54079,343.05691,0.28759,199.43385,,28.39852,10.55166,172.96996,1.14182,2.47237,True
S00093,SYN-001,137.5,139.5,138.5,185.68,-96.89,138.5,Pro,6.19,36.13,12.52,7.88,22.43,0.0,29.33,20.02,0.3,0.0,0.0,1.19,0.0,1.75,6.42,None,Chlorite,2.9069,33.95866,68.80117,0.02616,337.73531,1.8495,1.02268,10.99272,0.13865,8.78039,31.85885,0.02361,3.1558,0.51336,4.52126,0.26015,0.98469,,3.85884,0.26886,12.99637,0.24853,7.08837,16.3629,10.12826,646.7865,0.33565,132.0084,2.61939,83.9018,66.80291,44.68688,10.69887,8.64047,True
S00094,SYN-001,139.5,141.5,140.5,186.91,-98.41,140.5,Pro,2.25,15.07,13.48,5.27,0.92,0.61,8.27,5.59,0.16,2.85,4.23,1.55,2.81,1.32,2.85,None,Chlorite,0.27878,16.9963,348.2358860476944,0.06704,83.79957,1.19189,3.45962,4.43597,0.99746,1.82657,,0.03054,2.69974,2.67533,1.15518,0.18543,5.66806,2.95264,41.58777,0.07245,42.1348,0.20591,8.21781,11.12139,30.93554,460.38132,0.25811,109.00835,,105.4003,26.16606,45.71915,2.23914,,True
S00095,SYN-001,141.5,143.0,142.25,187.99,-99.74,142.25,Pro,0.19,30.09,6.01,4.35,0.0,0.75,35.51,0.0,2.44,0.22,0.92,4.09,0.0,0.0,0.92,None,Montmor,1.10798,12.49594,158.67409,0.18424,131.64388,1.34151,,3.56222,0.56691,2.99825,47.71488,0.15896,5.89541,2.94328,1.40089,1.53446,,1.56786,16.6901,0.05059,39.14496,0.84935,1.48349,10.99819,70.07708,66.79061,1.85037,82.33529,,161.37963,78.81522,14.43798,2.36678,2.62036,False
S00096,SYN-001,143.0,144.0,143.5,188.76,-100.68,143.5,Pro,4.99,56.04,3.01,10.24,0.0,0.0,0.0,0.37,5.72,0.44,15.34,1.92,1.62,20.31,5.21,Hematite,Chlorite,2.51536,9.05809,290.77374,0.19816,2452.48957,0.41875,0.42738,0.49283,0.86439,6.32379,9.9839,0.13211,12.50655,,0.55695,0.02445,7.11187,0.13503,,0.08618,91.99173,1.74402,2.94022,14.01322,5.26686,107.33669,0.03346,77.23962,1.52597,86.32855,6.98295,135.64417,5.46272,,True
S00097,SYN-001,144.0,145.0,144.5,189.38,-101.44,144.5,Fil,32.91,4.67,0.0,1.32,10.01,11.12,4.47,0.94,4.71,5.51,1.48,34.79,10.43,2.6,0.0,None,Zunyite,0.59932,4.42588,16.13949,0.04635,74.3753,2.0496,5.01356,3.22406,,44.57156,,0.03273,23.28398,3.19764,1.68539,0.57127,,2.40057,6.38534,0.06079,79.90592,0.20732,0.59355,12.80508,10.01926,603.33448,0.53146,424.56972,9.98723,132.11765,4.58271,130.87559,1.25721,,True
