sample_id,holeid,from_m,to_m,x,y,z,depth_m,WhiteMica,Chlorite,Carbonate,Epidote,Kaolinite,Dickite,Montmor,Alunite,Gypsum,Pyrophyllite,Diaspore,Zunyite,Water_silica,Hematite,Goethite,VNIRMinerals,aiMineral1
S00132,SYN-002,41.0,42.0,158.25,29.57,41.5,41.5,8.95,3.37,3.5,1.59,14.26,1.35,1.12,6.79,9.68,2.43,2.71,1.36,11.9,84.66,38.34,Hematite,Kaolinite
S00133,SYN-002,42.0,44.0,158.54,28.31,43.0,43.0,13.51,0.0,1.32,0.92,5.12,7.7,5.08,3.14,23.29,4.62,13.29,0.0,3.45,0.0,6.06,None,Gypsum
S00134,SYN-002,44.0,46.0,158.92,26.64,45.0,45.0,4.5,0.0,2.68,0.0,10.7,3.4,4.15,34.89,15.84,4.45,0.0,0.0,18.63,65.79,32.92,Hematite,Alunite
S00135,SYN-002,46.0,47.0,159.21,25.38,46.5,46.5,49.28,0.0,0.0,0.0,77.14,10.57,12.31,26.63,10.89,3.54,1.77,1.72,0.0,1.6,8.95,None,Kaolinite
S00136,SYN-002,47.0,48.5,159.45,24.34,47.75,47.75,21.15,0.0,5.55,1.86,55.16,8.81,3.41,0.0,2.39,1.75,1.78,3.19,0.0,6.45,1.25,None,Kaolinite
S00137,SYN-002,48.5,50.0,159.74,23.08,49.25,49.25,7.57,6.34,2.27,0.0,55.47,12.05,5.94,0.0,5.65,0.0,0.0,3.02,0.63,3.59,1.41,None,Kaolinite
S00138,SYN-002,50.0,52.0,160.08,21.61,51.0,51.0,45.03,0.0,0.0,4.7,77.08,11.76,9.01,0.0,3.5,3.16,0.0,4.4,5.04,0.0,0.0,None,Kaolinite
S00139,SYN-002,52.0,53.5,160.42,20.15,52.75,52.75,62.21,0.0,1.76,0.0,0.0,9.76,3.87,6.76,6.67,2.08,4.29,0.0,6.84,0.25,2.41,None,WhiteMica
S00140,SYN-002,53.5,55.0,160.71,18.89,54.25,54.25,22.7,0.0,13.57,0.0,30.19,15.39,3.85,27.62,5.1,0.99,0.0,0.0,1.82,0.02,0.0,None,Kaolinite
S00141,SYN-002,55.0,56.5,161.0,17.64,55.75,55.75,62.54,6.22,0.58,6.09,13.33,6.92,2.98,5.02,3.65,0.0,0.0,4.74,3.01,5.7,6.31,None,WhiteMica
S00142,SYN-002,56.5,58.0,161.29,16.38,57.25,57.25,31.1,2.3,16.85,4.09,3.48,3.98,5.8,2.44,4.81,2.49,3.14,0.0,5.47,31.97,3.56,Hematite,WhiteMica
S00143,SYN-002,58.0,59.5,161.58,15.13,58.75,58.75,26.94,1.74,32.58,0.0,87.47,0.0,4.68,0.0,1.29,2.88,2.48,26.2,0.0,1.23,2.19,None,Kaolinite
S00144,SYN-002,59.5,61.5,161.91,13.66,60.5,60.5,16.65,1.87,1.84,0.0,32.1,8.04,4.68,2.11,0.14,0.0,27.17,0.8,1.57,0.05,0.29,None,Kaolinite
S00145,SYN-002,61.5,63.0,162.25,12.2,62.25,62.25,60.49,0.96,3.69,31.48,6.72,6.83,3.71,3.4,6.11,1.49,1.59,0.0,6.68,3.67,0.0,None,WhiteMica
S00146,SYN-002,63.0,64.0,162.49,11.15,63.5,63.5,78.09,5.51,0.0,22.24,7.54,2.26,6.48,4.78,3.42,2.47,4.16,0.0,0.67,1.69,1.71,None,WhiteMica
S00147,SYN-002,64.0,65.0,162.69,10.31,64.5,64.5,15.54,2.87,0.64,1.11,53.63,6.53,9.36,0.0,7.44,0.68,18.82,3.33,2.77,2.45,7.07,None,Kaolinite
S00148,SYN-002,65.0,66.5,162.93,9.27,65.75,65.75,60.52,0.0,22.94,0.0,6.31,3.37,11.36,4.87,2.05,0.0,2.23,0.0,2.96,3.52,5.88,None,WhiteMica
S00149,SYN-002,66.5,68.5,163.26,7.8,67.5,67.5,94.13,34.23,0.01,2.38,9.67,5.3,6.3,7.2,8.66,1.81,0.82,0.0,9.78,2.43,4.91,None,WhiteMica
S00150,SYN-002,68.5,69.5,163.55,6.54,69.0,69.0,40.94,6.2,0.0,0.53,37.28,0.0,7.43,0.0,0.67,2.54,0.0,0.0,0.0,17.25,0.0,Hematite,WhiteMica
S00151,SYN-002,69.5,70.5,163.75,5.71,70.0,70.0,1.16,6.2,0.0,0.0,5.33,6.17,9.51,6.64,1.46,0.85,3.38,0.0,5.55,4.14,2.77,None,Montmor
S00152,SYN-002,70.5,72.0,163.99,4.66,71.25,71.25,36.02,0.84,0.0,2.87,9.37,2.75,29.86,6.12,10.56,0.0,0.0,3.39,2.15,4.59,2.39,None,WhiteMica
S00153,SYN-002,72.0,73.0,164.23,3.61,72.5,72.5,3.02,0.0,0.0,5.76,23.03,9.33,11.47,0.0,7.71,0.0,5.6,3.93,0.56,7.27,1.27,None,Kaolinite
S00154,SYN-002,73.0,75.0,164.52,2.36,74.0,74.0,24.76,0.0,7.29,3.35,57.97,3.9,14.77,1.55,3.07,4.55,0.55,1.99,0.83,0.44,3.15,None,Kaolinite
S00155,SYN-002,75.0,76.5,164.86,0.89,75.75,75.75,10.01,38.68,1.43,0.0,53.11,9.91,8.97,0.0,1.93,1.07,1.4,4.2,0.2,5.21,0.75,None,Kaolinite
S00156,SYN-002,76.5,77.5,165.1,-0.15,77.0,77.0,17.99,3.55,0.12,0.0,45.72,9.37,6.16,0.0,2.71,0.0,0.91,1.32,0.0,5.2,1.66,None,Kaolinite
S00157,SYN-002,77.5,79.5,165.39,-1.41,78.5,78.5,15.68,3.2,0.0,0.0,70.54,14.45,9.33,3.53,8.01,1.62,1.83,0.75,2.85,39.1,0.84,Hematite,Kaolinite
S00158,SYN-002,79.5,80.5,165.68,-2.67,80.0,80.0,12.24,0.0,2.38,0.0,80.96,10.65,4.78,0.0,2.25,0.12,2.94,0.0,0.0,21.28,1.41,Hematite,Kaolinite
S00159,SYN-002,80.5,82.0,165.92,-3.71,81.25,81.25,22.35,4.01,0.0,0.0,95.36,2.87,7.77,0.0,3.04,0.0,3.79,0.18,0.0,0.0,0.0,None,Kaolinite
S00160,SYN-002,82.0,83.0,166.16,-4.76,82.5,82.5,0.0,3.21,0.0,2.07,75.06,13.87,16.86,3.05,6.44,32.11,0.59,0.0,0.0,1.27,3.19,None,Kaolinite
S00161,SYN-002,83.0,84.0,166.35,-5.6,83.5,83.5,96.5,7.32,1.11,3.76,9.15,6.67,31.57,23.47,3.8,4.47,0.2,0.47,5.36,0.0,4.57,None,WhiteMica
S00162,SYN-002,84.0,85.0,166.55,-6.43,84.5,84.5,18.88,1.67,1.12,0.84,53.99,25.07,21.57,0.0,5.18,3.29,1.42,0.79,0.0,0.0,1.0,None,Kaolinite
S00163,SYN-002,85.0,86.0,166.74,-7.27,85.5,85.5,21.11,0.0,1.1,1.24,12.64,17.81,9.09,4.27,9.19,0.81,0.0,0.0,4.85,3.88,5.8,None,WhiteMica
S00164,SYN-002,86.0,87.0,166.93,-8.11,86.5,86.5,8.54,1.47,10.73,0.0,61.55,15.67,7.42,17.81,6.91,1.34,2.89,1.42,0.43,0.0,0.83,None,Kaolinite
S00165,SYN-002,87.0,88.0,167.13,-8.94,87.5,87.5,64.26,5.32,0.0,1.58,62.5,10.94,6.53,1.4,2.26,1.87,1.87,0.0,3.86,0.0,0.0,None,WhiteMica
S00166,SYN-002,88.0,89.5,167.37,-9.99,88.75,88.75,43.78,23.07,0.22,0.0,64.66,9.35,9.73,0.0,7.26,0.0,0.0,2.07,1.53,35.82,5.63,Hematite,Kaolinite
S00167,SYN-002,89.5,91.0,167.66,-11.25,90.25,90.25,19.65,26.35,0.03,0.98,23.35,8.97,3.42,1.23,0.0,7.77,0.0,0.86,2.32,35.7,1.68,Hematite,Chlorite
S00168,SYN-002,91.0,92.5,167.95,-12.5,91.75,91.75,81.8,3.16,1.45,1.02,3.04,7.41,8.14,1.24,27.94,0.0,0.0,1.0,0.32,3.58,3.59,None,WhiteMica
S00169,SYN-002,92.5,94.0,168.24,-13.76,93.25,93.25,72.11,4.46,3.05,0.0,8.85,5.42,8.45,0.52,7.69,0.0,0.0,3.07,32.89,0.0,0.0,None,WhiteMica
S00170,SYN-002,94.0,95.5,168.52,-15.01,94.75,94.75,16.14,0.0,0.0,3.28,66.36,13.3,7.4,0.0,5.93,1.31,1.6,0.0,0.46,0.5,2.61,None,Kaolinite
S00171,SYN-002,95.5,97.5,168.86,-16.48,96.5,96.5,90.19,4.54,3.22,4.32,4.21,0.17,32.37,4.06,3.01,0.0,0.0,3.26,21.29,3.03,2.2,None,WhiteMica
S00172,SYN-002,97.5,99.5,169.25,-18.15,98.5,98.5,9.11,36.18,14.55,31.84,1.49,2.95,43.95,0.0,0.0,0.84,6.59,0.27,1.52,4.27,22.42,Goethite,Montmor
S00173,SYN-002,99.5,100.5,169.54,-19.41,100.0,100.0,44.39,0.17,1.89,0.29,81.73,5.87,3.11,0.0,2.36,5.72,4.47,1.31,3.01,3.09,2.1,None,Kaolinite
S00174,SYN-002,100.5,101.5,169.73,-20.25,101.0,101.0,8.84,34.77,13.92,10.99,2.73,1.97,14.09,0.0,0.21,6.94,2.5,2.39,0.0,4.19,3.47,None,Chlorite
S00175,SYN-002,101.5,102.5,169.92,-21.08,102.0,102.0,34.95,1.16,37.99,2.31,61.3,13.19,13.56,0.0,5.49,0.0,32.18,3.25,0.0,1.59,3.29,None,Kaolinite
S00176,SYN-002,102.5,103.5,170.12,-21.92,103.0,103.0,46.48,3.6,4.53,0.0,95.69,8.42,11.55,26.38,8.91,2.67,0.0,3.43,0.09,3.0,4.29,None,Kaolinite
S00177,SYN-002,103.5,105.0,170.36,-22.97,104.25,104.25,15.29,4.45,31.26,36.4,18.13,1.4,18.15,1.7,0.0,0.0,38.73,1.93,1.28,2.55,0.0,None,Diaspore
S00178,SYN-002,105.0,106.5,170.65,-24.22,105.75,105.75,29.38,2.35,6.05,0.0,30.47,2.74,5.23,2.39,0.0,0.0,3.54,0.0,0.0,0.0,6.75,None,Kaolinite
S00179,SYN-002,106.5,107.5,170.89,-25.27,107.0,107.0,32.77,1.35,0.0,2.02,60.99,8.34,1.32,2.89,6.31,0.0,3.19,0.0,0.0,0.0,2.45,None,Kaolinite
S00180,SYN-002,107.5,109.0,171.13,-26.32,108.25,108.25,7.98,1.2,0.0,1.21,22.99,6.28,5.04,25.88,7.24,1.04,0.0,0.0,4.78,0.0,1.7,None,Alunite
S00181,SYN-002,109.0,110.5,171.42,-27.57,109.75,109.75,78.77,0.0,2.14,1.43,9.05,10.9,7.22,4.49,6.46,0.82,1.02,4.21,3.14,0.16,3.86,None,WhiteMica
S00182,SYN-002,110.5,111.5,171.66,-28.62,111.0,111.0,38.99,22.13,5.39,3.82,58.58,45.34,9.77,0.0,6.1,3.46,4.66,3.92,1.15,5.33,2.55,None,Kaolinite
S00183,SYN-002,111.5,113.5,171.95,-29.88,112.5,112.5,24.46,2.76,1.77,0.6,40.42,12.75,7.84,0.0,5.65,1.69,2.39,2.22,3.37,1.71,3.29,None,Kaolinite
S00184,SYN-002,113.5,114.5,172.24,-31.13,114.0,114.0,37.55,0.0,3.67,27.21,40.59,0.0,46.05,0.76,1.55,0.0,0.36,0.0,0.35,0.0,2.06,None,Montmor
S00185,SYN-002,114.5,116.5,172.53,-32.39,115.5,115.5,29.84,3.88,2.34,26.28,56.91,8.36,13.05,1.2,3.78,0.0,24.6,0.0,0.0,1.51,4.43,None,Kaolinite
S00186,SYN-002,116.5,117.5,172.82,-33.64,117.0,117.0,23.43,0.0,0.34,0.0,67.23,44.11,10.29,1.19,1.59,0.02,0.0,1.26,6.07,2.51,0.0,None,Kaolinite
S00187,SYN-002,117.5,119.5,173.11,-34.9,118.5,118.5,25.47,0.09,3.0,1.55,74.27,10.39,6.1,0.12,5.07,1.88,0.0,3.34,32.12,0.9,3.6,None,Kaolinite
S00188,SYN-002,119.5,121.5,173.5,-36.57,120.5,120.5,19.39,6.75,10.35,4.19,13.36,0.0,2.38,4.2,0.52,0.07,1.95,0.0,4.55,0.54,1.73,None,WhiteMica
S00189,SYN-002,121.5,123.5,173.88,-38.25,122.5,122.5,2.75,45.96,46.3,6.33,2.01,2.96,35.68,3.89,4.74,0.0,20.65,28.7,3.3,31.97,0.0,Hematite,Carbonate
S00190,SYN-002,123.5,125.5,174.27,-39.92,124.5,124.5,35.87,2.05,2.41,2.36,33.92,14.83,28.86,18.63,0.74,0.0,0.0,0.35,3.03,2.52,5.76,None,WhiteMica
S00191,SYN-002,125.5,127.5,174.65,-41.6,126.5,126.5,6.05,0.0,9.1,7.05,2.56,2.04,32.35,0.0,3.67,0.24,4.61,0.0,2.9,1.55,2.06,None,Montmor
S00192,SYN-002,127.5,129.0,174.99,-43.06,128.25,128.25,24.89,1.01,0.0,0.0,55.77,9.87,9.09,0.48,2.91,1.53,0.0,0.0,1.21,34.74,5.53,Hematite,Kaolinite
S00193,SYN-002,129.0,131.0,175.33,-44.53,130.0,130.0,6.72,2.42,0.89,0.0,24.28,12.99,9.28,0.0,5.58,0.0,0.0,0.0,3.89,31.82,4.82,Hematite,Kaolinite
S00194,SYN-002,131.0,132.0,175.62,-45.78,131.5,131.5,85.78,0.91,3.02,0.0,6.53,7.24,2.46,4.85,7.7,3.01,3.1,1.14,9.47,2.82,1.15,None,WhiteMica
S00195,SYN-002,132.0,133.5,175.86,-46.83,132.75,132.75,40.81,0.0,1.75,1.68,9.34,6.04,9.02,3.62,9.27,0.0,0.0,0.0,4.17,1.02,5.91,None,WhiteMica
S00196,SYN-002,133.5,135.0,176.15,-48.09,134.25,134.25,100.0,1.04,2.46,0.69,9.37,4.99,2.62,5.27,8.2,0.0,0.0,3.48,0.27,3.41,2.41,None,WhiteMica
S00197,SYN-002,135.0,137.0,176.49,-49.55,136.0,136.0,63.12,1.19,0.0,0.0,2.86,7.56,8.14,1.46,3.66,0.0,0.76,2.18,17.53,5.92,1.32,None,WhiteMica
S00198,SYN-002,137.0,138.5,176.83,-51.02,137.75,137.75,0.77,5.42,28.66,4.55,10.67,6.56,7.61,18.37,5.63,2.34,27.76,1.93,7.93,32.47,0.52,Hematite,Carbonate
S00199,SYN-002,138.5,140.0,177.11,-52.27,139.25,139.25,5.91,1.55,3.38,35.06,45.61,12.19,5.45,0.19,2.17,0.0,0.0,0.0,1.07,1.38,1.0,None,Kaolinite
S00200,SYN-002,140.0,141.5,177.4,-53.53,140.75,140.75,23.91,0.48,1.89,1.53,48.92,8.51,3.09,3.16,3.01,0.84,0.0,0.0,1.08,0.0,19.48,Goethite,Kaolinite
S00201,SYN-003,0.0,1.5,76.9,42.2,0.75,0.75,1.94,0.23,1.28,6.63,3.46,18.12,0.0,41.8,1.79,71.99,19.19,11.03,9.25,1.39,1.16,None,Pyrophyllite
S00202,SYN-003,1.5,2.5,77.99,41.66,2.0,2.0,2.59,1.93,0.08,0.0,5.4,0.0,4.82,11.71,16.44,2.77,0.0,14.72,16.86,26.03,9.15,Hematite,Water_silica
S00203,SYN-003,2.5,4.0,79.08,41.12,3.25,3.25,2.06,0.0,2.66,0.0,19.03,1.74,3.08,8.17,16.56,3.52,3.02,23.03,13.59,47.01,42.06,Hematite,Zunyite
S00204,SYN-003,4.0,5.5,80.38,40.47,4.75,4.75,7.58,0.0,3.52,0.56,27.25,1.07,5.98,7.43,17.91,0.0,1.53,1.62,22.3,49.56,31.88,Hematite,Kaolinite
S00205,SYN-003,5.5,6.5,81.47,39.93,6.0,6.0,7.05,0.0,0.0,0.0,10.05,0.93,1.7,14.19,16.9,0.0,1.16,16.95,20.08,17.88,33.72,Goethite,Water_silica
S00206,SYN-003,6.5,8.0,82.56,39.4,7.25,7.25,8.87,0.48,4.53,0.0,6.54,5.76,3.97,13.69,14.12,0.0,1.93,4.68,15.35,30.17,37.32,Goethite,Water_silica
S00207,SYN-003,8.0,9.5,83.87,38.75,8.75,8.75,5.26,1.65,3.68,1.54,17.12,0.0,0.0,10.52,1.77,0.47,0.0,4.14,36.64,19.57,33.56,Goethite,Water_silica
S00208,SYN-003,9.5,11.0,85.17,38.1,10.25,10.25,2.14,2.11,0.0,0.09,10.97,1.19,0.0,5.75,19.44,0.0,0.78,2.3,4.58,21.15,31.77,Goethite,Gypsum
S00209,SYN-003,11.0,12.5,86.48,37.45,11.75,11.75,6.01,0.0,5.02,7.74,34.28,2.26,0.0,29.95,0.76,100.0,28.11,1.36,6.45,6.72,4.07,None,Pyrophyllite
S00210,SYN-003,12.5,14.0,87.78,36.81,13.25,13.25,0.0,0.0,30.94,1.21,21.5,1.33,0.43,0.0,0.0,0.89,33.35,0.0,17.05,34.52,16.84,Hematite,Diaspore
S00211,SYN-003,14.0,15.5,89.09,36.16,14.75,14.75,13.74,0.78,24.82,0.0,10.16,2.81,0.89,3.4,6.23,3.03,1.65,0.0,8.31,60.38,14.26,Hematite,Carbonate
S00212,SYN-003,15.5,17.5,90.61,35.41,16.5,16.5,7.42,0.0,3.33,0.0,6.58,0.0,7.66,2.44,9.56,35.82,3.34,2.29,15.23,41.68,14.36,Hematite,Pyrophyllite
S00213,SYN-003,17.5,19.5,92.35,34.54,18.5,18.5,6.37,2.54,5.14,6.3,2.3,0.45,16.55,7.78,19.69,0.0,0.29,3.68,20.79,53.84,0.0,Hematite,Water_silica
S00214,SYN-003,19.5,21.0,93.87,33.79,20.25,20.25,6.75,0.53,1.17,0.0,14.98,0.0,0.0,11.38,12.6,7.65,4.56,2.56,3.34,53.19,20.73,Hematite,Kaolinite
S00215,SYN-003,21.0,22.5,95.18,33.14,21.75,21.75,12.98,1.0,26.05,9.08,6.24,0.0,3.61,15.11,25.81,2.18,0.0,0.03,36.9,56.87,33.96,Hematite,Water_silica
S00216,SYN-003,22.5,24.0,96.48,32.49,23.25,23.25,3.85,0.0,0.0,2.06,8.11,4.11,0.0,12.58,5.26,1.92,2.93,1.72,21.11,36.98,41.28,Goethite,Water_silica
S00217,SYN-003,24.0,26.0,98.01,31.74,25.0,25.0,10.71,5.51,3.99,0.0,15.53,0.0,1.56,5.45,7.07,18.34,0.0,0.56,5.82,32.27,17.99,Hematite,Pyrophyllite
S00218,SYN-003,26.0,27.5,99.53,30.98,26.75,26.75,32.98,0.0,3.75,1.81,14.74,0.0,35.62,8.91,0.0,0.5,4.12,0.0,13.26,18.73,25.85,Goethite,Montmor
S00219,SYN-003,27.5,29.5,101.05,30.23,28.5,28.5,3.94,0.2,4.59,0.98,7.26,3.57,0.0,9.45,6.78,3.95,1.75,0.67,7.38,88.18,20.76,Hematite,Alunite
S00220,SYN-003,29.5,31.0,102.58,29.47,30.25,30.25,9.6,2.92,8.66,3.03,8.8,15.06,0.0,43.01,0.0,86.76,20.12,10.08,3.81,3.48,1.72,None,Pyrophyllite
S00221,SYN-003,31.0,32.5,103.88,28.83,31.75,31.75,2.69,1.47,0.0,2.57,7.96,0.36,4.99,2.39,10.01,0.0,0.0,0.17,25.24,60.45,30.02,Hematite,Water_silica
S00222,SYN-003,32.5,34.0,105.19,28.18,33.25,33.25,4.61,0.57,3.61,0.95,2.1,0.45,4.02,4.85,23.23,1.97,1.46,3.19,30.88,77.28,9.95,Hematite,Water_silica
S00223,SYN-003,34.0,35.5,106.49,27.53,34.75,34.75,5.15,0.0,3.75,0.63,0.75,0.5,2.08,6.45,20.59,4.99,2.2,0.0,12.65,47.94,20.53,Hematite,Gypsum
S00224,SYN-003,35.5,36.5,107.58,26.99,36.0,36.0,11.53,0.0,0.0,4.07,38.3,3.89,5.58,15.67,15.5,1.67,1.76,0.0,25.06,33.18,17.12,Hematite,Kaolinite
S00225,SYN-003,36.5,38.0,108.67,26.45,37.25,37.25,3.46,2.56,0.0,0.05,3.63,4.44,0.47,0.0,0.0,89.04,20.02,10.13,6.87,0.33,5.38,None,Pyrophyllite
S00226,SYN-003,38.0,40.0,110.19,25.7,39.0,39.0,5.38,0.0,0.0,1.35,6.15,5.4,3.42,22.72,0.0,60.19,23.66,6.73,6.81,3.15,2.04,None,Pyrophyllite
S00227,SYN-003,40.0,41.0,111.5,25.05,40.5,40.5,20.39,1.84,0.54,5.13,7.27,5.33,3.71,32.31,2.12,88.43,49.78,8.23,11.27,0.0,2.53,None,Pyrophyllite
S00228,SYN-003,41.0,42.5,112.59,24.51,41.75,41.75,67.95,2.68,4.62,27.91,9.03,7.91,7.59,1.31,3.78,18.15,12.04,0.29,9.05,0.0,26.93,Goethite,WhiteMica
S00229,SYN-003,42.5,43.5,113.67,23.97,43.0,43.0,4.21,0.0,3.95,0.0,19.54,5.0,0.0,39.23,7.03,29.16,26.29,6.01,7.04,3.64,24.44,Goethite,Alunite
S00230,SYN-003,43.5,45.0,114.76,23.44,44.25,44.25,5.49,0.0,3.84,0.0,13.93,0.0,30.45,9.39,12.04,2.48,2.02,3.84,16.05,21.47,45.7,Goethite,Montmor
S00231,SYN-003,45.0,46.0,115.85,22.9,45.5,45.5,39.21,7.11,0.5,3.75,5.89,3.04,10.16,5.17,4.45,3.58,2.14,1.2,0.0,1.22,3.09,None,WhiteMica
S00232,SYN-003,46.0,48.0,117.15,22.25,47.0,47.0,0.23,0.35,4.3,4.82,1.2,14.15,0.39,46.0,1.37,32.61,0.57,2.33,13.26,1.44,0.61,None,Alunite
S00233,SYN-003,48.0,49.0,118.46,21.6,48.5,48.5,37.0,0.93,36.21,0.78,8.45,12.65,1.19,28.36,2.68,47.37,17.28,10.13,0.64,1.88,22.27,Goethite,Pyrophyllite
S00234,SYN-003,49.0,51.0,119.77,20.96,50.0,50.0,88.41,22.58,6.76,3.37,7.51,6.33,7.63,7.68,7.32,0.0,3.41,0.0,2.91,23.72,4.63,Hematite,WhiteMica
S00235,SYN-003,51.0,53.0,121.51,20.09,52.0,52.0,4.11,0.32,1.11,1.77,13.73,8.95,16.97,26.38,0.0,86.24,8.11,14.73,9.65,5.26,5.31,None,Pyrophyllite
S00236,SYN-003,53.0,54.5,123.03,19.34,53.75,53.75,72.3,0.0,0.0,5.61,10.77,4.75,1.68,6.78,7.63,1.53,2.46,0.67,4.06,0.0,5.94,None,WhiteMica
S00237,SYN-003,54.5,56.5,124.55,18.58,55.5,55.5,42.39,0.31,5.11,0.0,6.85,7.0,6.47,2.58,7.57,0.0,0.0,0.15,38.61,0.0,33.88,Goethite,WhiteMica
S00238,SYN-003,56.5,58.5,126.29,17.72,57.5,57.5,8.5,26.21,2.42,0.0,7.24,22.18,2.67,44.55,1.72,66.65,25.54,4.79,15.56,2.57,5.07,None,Pyrophyllite
S00239,SYN-003,58.5,60.5,128.03,16.86,59.5,59.5,97.21,4.93,0.0,0.0,15.61,0.75,0.28,5.49,6.78,5.24,5.48,1.81,13.28,0.0,6.38,None,WhiteMica
S00240,SYN-003,60.5,62.0,129.56,16.1,61.25,61.25,82.52,0.93,3.36,0.16,13.37,4.94,4.77,0.0,7.19,4.09,11.27,32.71,6.39,0.09,6.56,None,WhiteMica
S00241,SYN-003,62.0,63.5,130.86,15.46,62.75,62.75,36.39,0.0,0.46,1.94,8.42,7.46,3.94,6.96,4.77,3.46,3.45,0.76,7.32,4.15,5.34,None,WhiteMica
S00242,SYN-003,63.5,64.5,131.95,14.92,64.0,64.0,54.03,0.59,1.49,0.47,7.18,7.9,18.97,4.41,42.72,0.0,2.3,3.16,2.79,0.0,2.45,None,WhiteMica
S00243,SYN-003,64.5,66.0,133.04,14.38,65.25,65.25,0.0,3.0,0.0,0.0,7.76,9.92,0.2,48.58,1.39,52.69,10.61,8.2,7.51,4.05,6.37,None,Pyrophyllite
S00244,SYN-003,66.0,67.0,134.13,13.84,66.5,66.5,71.49,0.0,2.69,0.0,7.34,5.92,2.94,5.08,7.8,0.29,4.31,1.53,32.27,0.0,0.0,None,WhiteMica
S00245,SYN-003,67.0,68.5,135.21,13.3,67.75,67.75,48.49,0.0,0.0,1.21,5.84,0.17,3.02,0.0,5.94,0.72,0.62,4.07,7.04,7.14,1.4,None,WhiteMica
S00246,SYN-003,68.5,70.0,136.52,12.65,69.25,69.25,3.3,0.0,0.0,0.5,3.61,10.27,0.7,42.65,18.83,48.47,15.71,3.15,7.0,3.7,0.0,None,Pyrophyllite
S00247,SYN-003,70.0,71.5,137.82,12.0,70.75,70.75,10.97,5.02,2.37,0.34,28.07,15.09,14.94,4.68,1.73,0.0,0.54,0.0,1.06,3.76,2.38,None,Kaolinite
S00248,SYN-003,71.5,73.0,139.13,11.36,72.25,72.25,49.27,6.2,3.2,0.96,8.45,7.73,6.25,4.26,9.04,5.45,0.0,5.46,9.42,1.03,27.09,Goethite,WhiteMica
S00249,SYN-003,73.0,75.0,140.65,10.6,74.0,74.0,7.22,0.0,1.1,4.46,9.97,6.91,4.59,29.8,4.55,26.12,25.58,8.76,5.61,2.03,1.82,None,Alunite
S00250,SYN-003,75.0,77.0,142.39,9.74,76.0,76.0,21.93,2.97,18.34,2.45,60.08,50.36,8.12,4.14,4.64,2.45,1.91,4.72,0.56,8.74,2.45,None,Kaolinite
S00251,SYN-003,77.0,78.5,143.92,8.99,77.75,77.75,23.37,1.96,15.59,0.86,44.64,14.08,9.53,1.43,3.66,1.45,25.58,0.0,1.35,0.0,0.26,None,Kaolinite
S00252,SYN-003,78.5,80.0,145.22,8.34,79.25,79.25,58.96,0.32,0.54,3.3,10.48,39.85,7.94,7.72,4.61,3.7,0.0,0.0,7.64,0.59,4.56,None,WhiteMica
S00253,SYN-003,80.0,82.0,146.74,7.58,81.0,81.0,23.81,2.93,0.96,0.85,51.33,12.56,4.91,0.0,2.17,2.71,0.07,0.0,0.0,1.17,2.44,None,Kaolinite
S00254,SYN-003,82.0,83.0,148.05,6.94,82.5,82.5,30.18,1.63,1.65,1.31,3.14,3.74,5.01,3.85,6.32,0.73,0.0,0.0,3.7,2.43,2.19,None,WhiteMica
S00255,SYN-003,83.0,84.0,148.92,6.5,83.5,83.5,25.56,1.11,0.0,0.0,4.98,6.38,0.5,68.7,0.86,32.75,28.6,5.64,2.76,3.72,0.0,None,Alunite
S00256,SYN-003,84.0,85.0,149.79,6.07,84.5,84.5,0.0,0.97,25.36,0.0,10.31,4.85,10.81,2.89,8.42,2.66,0.78,0.0,6.13,3.24,0.45,None,Carbonate
S00257,SYN-003,85.0,86.5,150.88,5.53,85.75,85.75,13.05,0.0,0.69,0.76,74.45,7.45,36.09,0.0,2.42,4.02,0.97,6.55,2.44,0.0,0.66,None,Kaolinite
S00258,SYN-003,86.5,88.0,152.18,4.89,87.25,87.25,64.24,0.57,0.36,2.16,11.36,8.18,4.14,2.48,2.71,0.0,0.0,17.08,4.41,3.93,4.18,None,WhiteMica
S00259,SYN-003,88.0,90.0,153.71,4.13,89.0,89.0,6.09,0.0,4.36,5.15,10.06,8.25,6.7,1.32,12.0,0.0,0.0,2.0,20.66,3.91,9.9,None,Water_silica
S00260,SYN-003,90.0,91.5,155.23,3.38,90.75,90.75,32.08,0.42,2.94,1.27,7.53,8.96,5.85,3.35,4.41,1.03,0.0,0.0,6.24,2.18,3.6,None,WhiteMica
S00261,SYN-003,91.5,93.0,156.54,2.73,92.25,92.25,30.9,6.64,18.94,0.0,38.76,17.07,11.74,24.16,4.4,0.57,0.0,0.0,7.98,0.43,4.96,None,Kaolinite
S00262,SYN-003,93.0,95.0,158.06,1.98,94.0,94.0,3.57,26.6,2.81,5.23,35.32,7.6,0.0,33.14,3.96,58.83,25.15,7.43,11.81,2.72,5.14,None,Pyrophyllite
S00263,SYN-003,95.0,97.0,159.8,1.11,96.0,96.0,11.76,2.04,3.42,3.67,9.91,8.74,4.14,0.08,4.78,0.0,3.78,5.21,6.21,17.07,0.0,Hematite,WhiteMica
S00264,SYN-003,97.0,98.5,161.32,0.36,97.75,97.75,21.12,0.0,3.49,0.0,66.36,9.24,8.22,9.46,1.35,27.99,1.02,1.15,0.0,1.88,5.88,None,Kaolinite
